animalRecoded,sireRecoded,damRecoded
3239,9033,1143
3240,4213,3634
3241,4913,5679
3242,749,6914
3243,6006,9610
3244,NULL,NULL
3245,6735,3357
3246,10669,9854
3247,6462,6038
3248,949,4212
3249,833,3205
3250,7013,5171
3251,3574,105
3252,NULL,NULL
3253,1431,1813
3254,8664,1150
3255,7438,3038
3256,3574,1997
3257,4546,9135
3258,4415,5670
3260,7848,4053
3261,3153,2312
3262,NULL,NULL
3263,8865,10608
3264,4482,6248
3265,6326,5519
3266,NULL,NULL
3267,NULL,NULL
3268,NULL,NULL
3269,10582,6286
3270,1396,3528
3271,6006,4442
3272,3703,5514
3273,7825,10193
3274,6943,4413
3275,571,3656
3276,8869,4609
3277,216,6282
3278,9984,7816
3279,4552,1040
3280,10356,3361
3281,1039,6951
3282,1603,4841
3283,5666,9582
3284,2746,7350
3285,407,6440
3286,7132,17
3287,6875,9527
3288,NULL,NULL
3289,3216,8332
3290,10288,10184
3291,NULL,95
3292,3934,4146
3293,5064,1389
3294,NULL,NULL
3295,8664,309
3296,519,2406
3297,1584,9560
3298,5868,10645
3299,NULL,NULL
3300,10158,4521
3301,4644,2083
3302,1463,1908
3303,7013,4030
3304,6006,3727
3305,NULL,NULL
3306,494,2877
3307,NULL,NULL
3308,3608,1258
3309,212,2287
3310,2526,810
3311,565,10760
3312,10860,5818
3313,7976,8580
3314,3619,2787
3315,8672,4549
3316,5083,2632
3317,3355,3507
3318,641,4169
3319,NULL,8714
3320,7848,4770
3321,3703,878
3322,NULL,NULL
3323,565,8638
3324,212,8390
3325,10711,1687
3326,4853,989
3327,5510,10427
3328,7874,4322
3329,7963,7379
3330,7899,2562
3331,5957,977
3332,8821,4480
3333,2280,8602
3334,9014,770
3335,5868,434
3336,13,9924
3337,216,10937
3338,6006,10680
3339,1584,10550
3340,212,3417
3341,456,7716
3342,9496,3843
3343,5571,3042
3344,2965,7238
3345,361,2454
3346,7196,3397
3347,7724,3267
3348,8359,NULL
3349,7180,9504
3350,339,6093
3351,5235,4382
3352,1781,10193
3353,532,1908
3354,3563,9583
3355,4672,4944
3356,3563,3028
3357,3713,6505
3358,NULL,6974
3359,1788,9334
3360,10428,7957
3361,NULL,NULL
3362,8664,5323
3363,5136,10935
3364,10251,10850
3365,8119,1785
3366,1603,6701
3367,730,2177
3368,6324,28
3369,1254,621
3370,3882,7445
3371,2964,1020
3372,NULL,NULL
3373,8000,5986
3374,NULL,NULL
3375,1752,5667
3376,1752,8460
3377,825,10639
3378,2964,8864
3379,NULL,NULL
3380,NULL,NULL
3381,7825,9292
3382,9442,9259
3383,7976,2712
3384,NULL,NULL
3385,1607,9058
3386,5357,3043
3387,9009,775
3388,8969,4991
3389,8858,505
3390,10027,8908
3391,10112,4711
3392,3704,4989
3393,3225,6025
3394,1527,8352
3395,212,4921
3396,494,4429
3397,3467,502
3398,9082,637
3399,5478,8937
3400,565,5050
3401,3498,2993
3402,1603,3417
3403,6324,4342
3404,2878,1030
3405,6326,5563
3406,1853,NULL
3407,NULL,NULL
3408,6368,10939
3409,5034,3357
3410,456,4381
3411,7296,1533
3412,2965,300
3413,9739,NULL
3414,9014,10311
3415,NULL,NULL
3416,8728,2626
3417,6592,6415
3418,10867,735
3419,5987,934
3420,6333,5680
3421,NULL,NULL
3422,738,8806
3423,746,1243
3424,7074,NULL
3426,5793,1823
3427,4213,6267
3428,NULL,4911
3429,2204,9231
3430,8625,4098
3431,8821,880
3432,9607,7645
3433,212,410
3434,5665,5010
3435,729,902
3436,2893,5253
3437,8858,9196
3438,606,2406
3439,7848,4618
3440,5025,3415
3441,8728,10513
3442,4951,7130
3443,216,5794
3444,857,10617
3445,6326,2289
3446,7353,10637
3447,7848,2548
3448,6833,9231
3449,1102,NULL
3450,8865,3375
3451,4928,6467
3452,2964,3189
3453,1039,3881
3454,6333,4759
3455,10810,6401
3456,2792,2774
3457,2180,6628
3458,NULL,NULL
3459,5083,10776
3460,NULL,9669
3461,NULL,8491
3462,4644,43
3463,1463,6115
3464,8826,4914
3465,NULL,NULL
3466,1294,10563
3467,3441,NULL
3468,470,7694
3470,1603,8887
3471,10288,318
3472,NULL,2883
3473,NULL,NULL
3474,6833,6629
3475,5738,3207
3476,6368,NULL
3477,595,7575
3478,990,7348
3479,1843,2799
3480,7652,1959
3481,8892,10696
3482,4951,9128
3483,532,8501
3484,1304,9213
3485,NULL,NULL
3486,5520,4206
3487,212,226
3488,1843,10635
3489,5221,10873
3490,10251,10637
3491,9619,3205
3492,833,5426
3493,1843,10483
3494,NULL,NULL
3495,NULL,NULL
3496,3373,570
3497,3593,2002
3498,6691,9197
3499,712,287
3500,832,6222
3501,5129,1492
3502,NULL,NULL
3503,3563,8729
3504,922,4718
3505,922,526
3506,361,9777
3507,3628,8966
3508,8593,10113
3509,6221,107
3510,1926,4157
3512,7659,9100
3513,2499,4867
3514,4213,10124
3515,4644,7709
3516,5681,2225
3517,3373,6655
3518,5571,1176
3519,1527,2760
3520,1017,9276
3521,6462,9236
3522,2879,NULL
3523,746,1171
3524,9355,10798
3525,5357,5823
3526,6221,10780
3527,510,7204
3528,5282,10083
3529,NULL,NULL
3530,4885,10269
3531,7796,10935
3532,10026,9587
3533,6875,7002
3534,757,NULL
3535,5283,487
3536,6903,1829
3537,6380,1593
3538,5537,5315
3539,6006,887
3540,6872,2869
3541,9739,NULL
3542,5193,2536
3543,10835,10949
3544,6221,17
3545,NULL,NULL
3546,4135,5266
3547,5283,3689
3548,833,1385
3549,9681,10416
3550,10711,5317
3551,NULL,NULL
3552,2360,8959
3553,1294,3211
3554,NULL,NULL
3555,9739,NULL
3556,10079,8583
3557,NULL,4841
3558,5550,3975
3559,5262,5023
3560,NULL,NULL
3561,9074,1203
3562,NULL,NULL
3563,6888,2817
3564,5999,8367
3565,7673,885
3566,7788,5152
3567,8821,880
3568,3399,3102
3569,4456,2678
3570,3704,4750
3571,4644,8115
3572,3399,1084
3573,10118,9120
3574,5729,1595
3575,746,8095
3576,212,8667
3577,1444,57
3578,216,6849
3579,3449,NULL
3580,738,1363
3581,3934,2386
3582,10182,3900
3583,560,5124
3584,2932,3107
3585,7089,3672
3586,4213,9621
3587,7848,7925
3588,5935,5104
3589,NULL,NULL
3590,7796,3901
3591,9355,7366
3592,8548,777
3593,9827,1989
3594,746,5689
3595,8947,4189
3596,181,2521
3597,4195,6413
3598,4384,3689
3599,7848,3395
3600,6264,49
3601,5665,4680
3602,4195,10087
3603,6326,10680
3604,9666,4746
3605,10026,6469
3606,565,10849
3607,2865,1539
3608,9082,7540
3609,1870,9717
3610,1396,8352
3611,5868,9976
3612,4482,2766
3613,4482,5442
3614,4582,10897
3615,720,7198
3616,10867,6717
3617,10860,1171
3618,10268,762
3619,NULL,NULL
3620,9398,553
3621,2310,8952
3622,7077,3605
3623,6399,NULL
3624,8858,5585
3625,4415,9767
3626,4778,8745
3627,752,6920
3628,1413,5749
3629,4213,3664
3630,NULL,NULL
3631,834,4854
3632,834,5524
3633,1752,5474
3634,212,9692
3635,6326,4381
3636,3671,8330
3637,10569,10122
3638,8826,1011
3639,2310,3889
3640,10026,3751
3641,3671,5329
3642,NULL,NULL
3643,1404,3739
3644,2310,8914
3645,10107,5546
3646,327,3469
3647,4415,2059
3648,8028,9979
3649,NULL,NULL
3650,2526,2451
3651,480,10291
3652,9074,4122
3653,192,5228
3654,8865,599
3655,6833,10740
3656,5301,9462
3657,532,10676
3658,9984,6129
3659,6848,1343
3660,5034,8606
3661,9619,10663
3662,NULL,7672
3663,NULL,NULL
3664,494,4151
3665,2932,4971
3666,10107,7108
3667,5636,5395
3668,361,994
3669,3882,10397
3670,4135,594
3671,1306,6723
3672,6935,10015
3673,3498,3343
3674,5571,314
3675,192,3360
3676,4603,5335
3677,746,9768
3678,216,10598
3679,4131,3914
3680,5987,2933
3681,NULL,NULL
3682,6304,NULL
3683,6278,9782
3684,NULL,NULL
3685,10027,10101
3686,3608,4472
3687,5729,100
3688,NULL,NULL
3689,1603,3396
3690,6326,4540
3691,3704,10153
3692,4853,3433
3693,494,4817
3694,641,NULL
3695,4951,2877
3696,7438,2074
3697,519,1664
3698,3628,7436
3699,4094,1953
3700,4199,7478
3701,NULL,NULL
3703,6691,6593
3704,4094,1792
3705,7132,1352
3706,3671,1286
3707,1584,2391
3708,5235,1590
3709,192,10506
3710,3745,5559
3711,6326,2550
3712,7725,3040
3713,10013,2557
3714,4851,5099
3715,9082,8648
3716,192,1369
3717,NULL,NULL
3718,6825,3554
3719,2526,3215
3720,4456,2819
3721,8846,10851
3723,5169,8760
3724,1688,6755
3725,6221,7787
3726,1463,9157
3727,9312,3189
3728,9961,6955
3729,NULL,NULL
3730,2689,256
3731,2204,917
3732,9312,10490
3733,1915,9079
3734,4778,3672
3735,10867,2326
3736,7353,3113
3737,10469,7862
3738,NULL,NULL
3739,1649,3047
3740,746,7330
3741,NULL,NULL
3742,NULL,NULL
3743,1870,8801
3744,6499,4580
3745,903,9217
3746,241,558
3747,5550,1772
3748,5282,3487
3749,5235,7416
3750,9589,2846
3751,10107,4128
3752,3680,4073
3753,10027,4163
3754,4570,7314
3755,6324,5689
3756,7109,4560
3757,6943,10152
3758,NULL,NULL
3759,4795,2325
3760,NULL,NULL
3761,5193,253
3762,2315,351
3763,532,1714
3764,9987,4895
3765,8385,3201
3766,3214,105
3767,7226,10632
3768,10869,NULL
3769,NULL,NULL
3770,1752,2678
3771,1396,1054
3772,2310,1070
3773,7691,1335
3774,7023,6367
3775,7780,9591
3776,7954,NULL
3777,4456,9062
3778,8664,1388
3779,6006,5380
3780,375,8705
3781,9344,9670
3782,375,3126
3783,7963,10059
3784,7447,974
3785,6333,10568
3786,1752,7379
3787,6888,4792
3788,7109,6469
3789,3704,5032
3790,3671,8321
3791,8865,9952
3792,1688,508
3793,9982,9900
3794,1254,5464
3795,8664,6763
3796,NULL,NULL
3797,NULL,NULL
3798,10835,3732
3799,5129,9605
3800,7659,8722
3801,327,10795
3802,8626,4268
3803,1414,8059
3804,6221,21
3805,1752,8811
3806,7353,175
3807,NULL,NULL
3808,NULL,NULL
3809,857,6047
3810,3574,1712
3811,5627,8375
3812,361,9464
3813,339,1360
3814,6324,5442
3815,5083,10485
3816,8674,9296
3817,738,25
3818,NULL,NULL
3819,8800,8527
3820,NULL,NULL
3821,4195,810
3822,3703,1044
3823,7230,3252
3824,676,4414
3825,1123,9467
3826,6380,2299
3827,4007,8909
3828,10107,2641
3829,834,4381
3830,5962,7073
3831,1294,1180
3833,7659,1891
3834,3680,8700
3835,2579,5994
3836,9984,4391
3837,4603,1490
3838,9175,10871
3839,8593,2422
3840,8123,2307
3841,519,4723
3842,3686,3283
3843,6943,1052
3844,2526,8452
3845,2499,3929
3846,2170,6519
3848,8532,8374
3849,8123,9734
3850,8531,7064
3851,5235,1099
3852,NULL,9658
3853,6324,9971
3854,1752,3794
3855,641,8174
3856,10711,8718
3857,8846,5425
3858,2893,8679
3859,2746,8255
3860,9283,9948
3861,3498,7597
3862,8457,NULL
3863,NULL,NULL
3864,4135,NULL
3865,NULL,NULL
3866,1123,605
3867,7788,2402
3868,10079,4495
3869,2499,5097
3870,6499,1397
3871,7659,7412
3872,7104,8279
3873,4482,7107
3874,7825,10922
3875,746,10030
3876,NULL,NULL
3877,10835,2713
3878,6304,NULL
3879,NULL,444
3880,4195,3732
3881,738,5733
3883,7976,5330
3884,2865,8973
3885,3563,9118
3886,5221,4805
3887,NULL,NULL
3888,2932,2208
3889,3703,3356
3890,6326,7107
3891,1843,3785
3892,4526,10188
3893,5868,3068
3894,361,5554
3895,3574,259
3896,9711,5089
3897,7296,7355
3898,NULL,NULL
3899,NULL,8938
3900,8670,1646
3901,7353,1627
3902,532,7785
3903,2204,9901
3904,717,2966
3905,1708,2072
3906,1463,2757
3907,717,4458
3908,833,4551
3909,5487,856
3910,192,4396
3911,9082,8382
3912,3153,9128
3913,5665,332
3914,3498,5314
3915,1527,8556
3916,1525,NULL
3917,2653,385
3918,1752,3392
3919,9060,9893
3920,7599,8799
3921,NULL,NULL
3922,3593,9443
3923,407,NULL
3924,6278,NULL
3925,3704,8743
3926,7604,4376
3927,9619,6311
3928,1843,8220
3929,6326,4908
3930,8445,6832
3931,6333,7100
3932,5571,3672
3933,10107,5966
3935,7604,3043
3936,1039,5709
3937,8672,7610
3938,2526,7597
3939,2526,3226
3940,NULL,NULL
3941,6006,17
3943,565,9477
3944,8947,8100
3945,4599,1504
3946,2865,7205
3947,5636,9448
3948,4913,NULL
3949,5169,9043
3950,5510,128
3951,6879,7592
3952,3842,7080
3953,9398,4746
3954,6653,7134
3955,6232,4887
3956,327,7663
3957,8846,2450
3958,1963,NULL
3959,6333,7472
3960,5282,4917
3961,9993,4826
3962,6221,9560
3963,6324,1766
3964,10112,2054
3965,5537,6717
3966,532,6238
3967,2272,8630
3969,480,9324
3970,7848,3490
3971,6006,5564
3972,6326,10751
3973,375,8289
3974,749,8661
3975,5571,10724
3976,1781,2682
3977,8548,8888
3978,NULL,NULL
3979,825,4022
3980,NULL,NULL
3981,730,2007
3982,2865,7242
3983,2663,5806
3984,7132,7153
3985,5550,2447
3986,4928,9280
3987,6875,5654
3988,9496,1814
3989,376,4759
3990,10761,NULL
3991,4195,8452
3992,4482,6745
3993,2965,5791
3994,3671,25
3995,5868,2682
3996,NULL,NULL
3997,5682,9996
3998,7848,2431
3999,5083,8183
4001,9009,2153
4002,9827,2197
4003,5665,8520
4004,NULL,NULL
4005,NULL,NULL
4006,532,7431
4007,1499,1485
4008,6006,10485
4009,4603,6286
4010,5537,5649
4011,10999,7626
4012,8672,2676
4013,10860,7831
4014,NULL,NULL
4015,4853,8801
4016,NULL,NULL
4017,717,5524
4018,10582,9037
4019,5235,4102
4020,9870,10165
4021,1339,3128
4022,9984,7239
4023,NULL,NULL
4024,2360,1337
4025,7976,354
4026,5868,5443
4027,3574,10124
4028,1603,74
4029,6943,148
4030,7013,8431
4031,5665,607
4032,5987,394
4033,5129,4028
4034,9984,8514
4035,8794,9565
4036,4093,9688
4037,6833,8913
4038,4094,3139
4039,10666,9401
4040,746,2392
4041,NULL,7381
4042,216,2429
4043,2865,8952
4044,990,9464
4045,531,722
4046,2376,3421
4047,6592,648
4048,8664,329
4049,2865,5966
4050,4885,739
4051,NULL,NULL
4052,606,2406
4053,7353,7148
4054,8572,10590
4055,7615,44
4056,NULL,NULL
4057,3574,8310
4058,NULL,NULL
4059,9496,5229
4060,2378,6089
4061,NULL,NULL
4062,5083,5443
4063,6326,1243
4064,5083,3544
4065,8548,8764
4066,9312,377
4067,10556,2082
4068,NULL,NULL
4069,7332,1351
4070,7848,10952
4071,4056,NULL
4072,2893,10783
4073,5136,1203
4074,339,10614
4075,212,2637
4076,5987,5257
4077,5282,5827
4078,5504,3332
4079,6879,8930
4080,4384,5716
4081,3882,7002
4082,NULL,2138
4083,5987,1742
4084,4603,3806
4085,9557,5170
4086,8252,1520
4087,7616,NULL
4088,9373,NULL
4089,8674,10005
4090,9558,4088
4091,5357,3223
4092,4384,6701
4093,9082,3250
4094,5665,1237
4095,1781,1992
4096,5987,9900
4097,NULL,NULL
4098,NULL,NULL
4099,10428,1270
4100,6875,7441
4101,9827,9763
4102,8865,516
4103,6090,7393
4104,10107,2993
4105,1123,972
4106,7109,699
4107,1752,10645
4108,4193,NULL
4109,NULL,NULL
4110,1023,10836
4111,5283,385
4112,8123,2946
4113,746,5621
4114,6592,1268
4115,9235,2264
4116,7673,2649
4117,6875,7743
4118,6875,3693
4119,NULL,NULL
4120,250,937
4121,1914,367
4122,6735,8483
4123,9619,7925
4124,1603,7783
4125,NULL,NULL
4126,3968,NULL
4127,1527,151
4128,4885,3651
4129,10691,6134
4130,5729,8708
4131,8405,1601
4132,4644,5409
4133,2893,4475
4134,519,10685
4135,NULL,NULL
4136,9009,4037
4137,4131,8125
4138,9312,3511
4139,9398,989
4140,3214,10901
4141,2272,7759
4142,6221,9157
4143,8593,1089
4144,8996,9959
4145,NULL,NULL
4146,8119,10402
4147,339,1276
4148,376,5658
4149,NULL,NULL
4150,NULL,8154
4151,1752,2841
4152,949,9231
4153,9607,3841
4154,8445,5886
4155,4195,3946
4156,9751,930
4157,2167,NULL
4158,2746,4952
4159,1603,311
4160,9312,1070
4161,4213,3918
4162,5357,3123
4163,8925,4665
4164,4603,2192
4165,10788,5825
4167,4851,4084
4168,6006,5317
4169,NULL,NULL
4170,8922,2596
4171,NULL,NULL
4172,10107,8781
4173,8858,5585
4174,8593,706
4175,7353,10427
4176,9984,8638
4177,8548,7103
4178,6449,4842
4179,1604,9853
4180,7353,5292
4181,1752,819
4182,5140,2644
4183,10691,1264
4184,NULL,NULL
4185,NULL,NULL
4186,NULL,NULL
4187,7659,8546
4188,10457,10447
4189,10860,2060
4190,7132,8243
4191,6264,6852
4192,NULL,NULL
4193,4597,NULL
4194,1254,7201
4195,5665,6908
4196,181,9293
4197,5481,9208
4198,1039,3037
4199,4419,10239
4200,361,6003
4201,7353,8207
4202,3225,4734
4203,3486,6194
4204,6943,5332
4205,6931,NULL
4206,6510,NULL
4207,2714,4751
4208,8123,9699
4209,4020,3268
4210,7994,10970
4211,NULL,NULL
4212,5636,7597
4213,6603,4653
4214,3593,9186
4215,NULL,9149
4216,3671,7467
4217,327,9337
4218,8858,754
4219,6221,8451
4220,10167,226
4221,1781,10786
4222,3486,7663
4223,9398,9692
4224,4644,10826
4225,7825,10599
4226,1039,533
4227,375,7818
4228,532,629
4229,NULL,NULL
4230,4456,808
4231,9619,5477
4232,3214,4618
4233,8821,6485
4234,327,7392
4235,10711,9569
4236,5870,121
4237,140,9361
4238,4492,2453
4239,6228,3637
4240,3275,2697
4241,4213,9128
4242,NULL,NULL
4243,7958,7913
4244,3704,5032
4245,8123,6012
4246,9666,10477
4247,NULL,4408
4248,7848,486
4249,4851,6475
4250,9403,2498
4251,9883,538
4252,2227,7627
4253,2653,8584
4254,3153,2911
4255,1039,5568
4256,10661,1910
4257,2360,8568
4258,4644,7112
4259,2932,8296
4260,NULL,NULL
4261,834,3523
4262,2965,7456
4263,6735,3596
4264,2609,6174
4265,NULL,NULL
4266,NULL,NULL
4267,734,2302
4268,NULL,NULL
4269,3593,5859
4270,5064,9176
4271,860,1000
4272,717,3690
4273,339,7457
4274,10027,7290
4275,1254,7608
4276,717,1635
4277,8858,9103
4278,NULL,NULL
4279,7084,10269
4280,339,775
4281,676,6141
4282,5636,3731
4283,2792,4743
4284,5235,10618
4285,8858,509
4286,6462,4012
4287,5129,7003
4288,6653,7107
4289,9969,7451
4290,3608,7326
4291,746,944
4292,9014,6632
4293,676,1334
4294,10116,2353
4295,833,5426
4296,5116,5562
4297,8826,3056
4298,10027,7308
4299,7848,6475
4300,6462,5121
4301,NULL,NULL
4302,3253,4381
4303,NULL,NULL
4304,NULL,NULL
4305,2792,509
4307,9317,8462
4308,7353,1490
4309,4954,3529
4310,5083,3360
4311,339,7275
4312,2526,9865
4313,8858,8534
4314,2865,9118
4315,3150,4188
4316,9984,10533
4317,1254,2374
4318,8593,7785
4319,8032,498
4320,NULL,NULL
4321,1254,6047
4322,7296,3189
4323,1603,1991
4324,7848,4841
4325,3498,9448
4326,3820,5300
4327,8672,3685
4328,327,4330
4329,NULL,NULL
4330,191,116
4331,10027,6652
4332,8325,9054
4333,6360,10665
4334,6833,7608
4336,746,8980
4337,4552,8105
4338,4415,7680
4339,5987,6505
4340,2580,7158
4341,4213,5329
4342,2526,6187
4343,9074,5333
4344,2792,6524
4345,10251,10197
4346,10428,5564
4347,1254,2678
4348,5627,3827
4349,7673,5012
4350,5193,9449
4351,990,3129
4352,606,7826
4353,2746,803
4354,6943,10442
4355,6937,3622
4356,1688,7139
4357,1396,3841
4358,3253,7033
4359,6326,810
4360,2204,3028
4361,519,10693
4362,8858,8189
4363,7132,3107
4364,NULL,NULL
4365,4603,4946
4366,NULL,NULL
4367,8965,1475
4368,361,1698
4369,NULL,NULL
4370,456,7472
4371,NULL,NULL
4372,7673,814
4373,9119,NULL
4374,7848,4237
4375,2579,3765
4376,9442,6093
4377,8865,5400
4378,NULL,7278
4379,NULL,NULL
4380,3593,10186
4381,7874,1478
4382,4021,6021
4383,860,3112
4384,7042,10000
4385,1752,3570
4386,3574,8410
4387,8858,544
4388,192,5118
4389,5665,2627
4390,6380,270
4391,4851,9927
4392,7788,5180
4393,5550,1849
4394,3574,8310
4395,8664,7626
4396,5116,10113
4397,494,8854
4398,9984,6226
4399,7353,10784
4400,5283,428
4401,3153,4814
4402,825,4598
4403,8672,652
4404,730,3134
4405,NULL,NULL
4406,1781,310
4407,1603,3977
4408,5397,1136
4409,6333,9566
4410,1527,2030
4411,9984,6751
4412,6326,10568
4413,7353,2945
4414,NULL,NULL
4415,8264,6711
4416,8548,10685
4417,7976,9485
4418,8865,3344
4419,3741,NULL
4420,8858,7821
4421,10711,9458
4422,4021,300
4423,7725,1271
4424,NULL,NULL
4425,9512,3662
4426,1915,5326
4427,9009,3962
4428,6499,1315
4429,9398,1664
4430,8664,7470
4432,4885,2145
4433,NULL,NULL
4434,5083,1252
4435,8149,6455
4436,3698,8985
4437,7280,5871
4438,2998,8155
4439,2788,8084
4440,5537,4102
4441,8445,32
4442,4644,10786
4443,5665,10769
4444,7874,4953
4445,9162,NULL
4446,NULL,NULL
4447,6326,7134
4448,6557,1690
4449,2965,10244
4450,5504,1987
4451,241,2193
4452,10107,6345
4453,6031,6586
4454,6221,2957
4455,676,5830
4456,8670,10128
4457,4482,3890
4458,1843,8255
4459,7848,1991
4460,6221,1360
4461,5357,8515
4462,3671,10952
4463,3712,2343
4464,4644,3539
4465,1396,2269
4466,8322,8039
4467,4633,10870
4468,6191,9708
4469,NULL,NULL
4470,9057,8831
4471,1752,2911
4472,9134,3767
4473,3563,8655
4474,9082,NULL
4475,212,4376
4476,5445,4801
4477,5582,7815
4478,8791,10265
4479,6833,587
4480,376,4566
4481,5235,10642
4482,2526,7017
4483,5868,4750
4484,5868,7331
4485,749,2828
4486,494,9128
4487,6653,4629
4488,NULL,NULL
4489,9143,NULL
4490,9804,862
4491,1123,NULL
4492,5681,9813
4493,5504,4574
4494,7322,639
4495,1273,7191
4496,6333,29
4497,763,4611
4498,2170,NULL
4499,1254,3068
4500,5987,9793
4501,4193,NULL
4502,4405,3039
4503,4885,8864
4504,NULL,NULL
4505,3486,10753
4506,6326,4629
4507,10835,6538
4508,2579,10539
4509,2280,6642
4510,NULL,NULL
4511,NULL,NULL
4512,NULL,NULL
4513,212,9321
4514,2280,1450
4515,860,5589
4516,9982,76
4517,NULL,NULL
4518,8858,2308
4519,NULL,NULL
4520,9355,3001
4521,4510,953
4522,4477,8932
4523,7332,5298
4524,NULL,NULL
4525,NULL,NULL
4526,9373,10701
4527,7976,2970
4528,122,4978
4529,5537,3090
4530,7322,9864
4531,9312,10331
4532,NULL,NULL
4533,10537,4297
4534,7084,5884
4535,9826,4469
4536,361,7333
4537,9984,7978
4538,3934,8868
4539,1304,618
4540,7280,3644
4541,2375,8500
4542,4195,4759
4543,NULL,NULL
4544,3253,4568
4545,NULL,NULL
4546,NULL,NULL
4547,361,6745
4548,9984,1136
4549,10194,9481
4550,NULL,NULL
4551,8674,4871
4552,9887,5981
4553,192,10250
4554,4443,6292
4555,4087,152
4556,2754,2919
4557,2526,8125
4558,5571,1063
4559,5357,599
4561,2749,NULL
4562,10930,1777
4563,6735,3596
4564,10026,443
4565,10469,2709
4566,3498,5514
4567,8536,5971
4568,9312,3451
4569,5577,9466
4570,447,4055
4571,5083,1089
4572,339,1707
4573,10079,5276
4574,6653,4404
4575,738,10698
4576,746,7831
4577,NULL,6027
4578,5282,10549
4579,5116,6005
4580,1781,5023
4581,9984,2880
4582,5296,5604
4583,NULL,NULL
4584,1870,2409
4585,3671,9729
4586,8445,9149
4587,3713,5635
4588,5283,8017
4589,5283,8455
4590,7848,5828
4591,5571,2836
4592,NULL,NULL
4593,597,10714
4594,4482,9588
4595,6833,8926
4596,NULL,NULL
4597,NULL,NULL
4598,9984,9001
4599,5627,4690
4600,8865,10011
4601,9496,7553
4602,10027,3769
4603,746,9096
4604,2689,8400
4605,3574,306
4606,2526,10331
4607,1870,10639
4608,10026,10170
4609,8664,3697
4610,4002,2975
4611,NULL,NULL
4612,8810,4771
4613,8865,7598
4614,7848,3965
4615,2893,4349
4616,2217,NULL
4617,192,7681
4618,7353,6489
4619,7077,9004
4620,376,2628
4621,7132,1702
4622,10835,8225
4623,4094,1662
4624,4682,8468
4625,212,10552
4626,7771,9750
4627,NULL,NULL
4628,2280,4574
4629,3253,3321
4630,9074,776
4631,6833,6939
4632,10428,6939
4633,8783,4502
4634,339,5424
4635,990,1766
4636,NULL,NULL
4637,NULL,NULL
4638,6943,1163
4639,361,7119
4640,5283,8428
4641,2865,4322
4642,1752,2312
4643,7296,872
4644,5193,2311
4645,7077,1359
4646,1184,9542
4647,6875,822
4648,6653,10173
4649,5571,6174
4650,532,9458
4651,6781,4787
4652,606,725
4653,5736,496
4654,7825,504
4655,6990,1213
4656,NULL,NULL
4657,7353,2008
4658,7013,NULL
4659,1843,9793
4660,7132,7583
4661,9984,10654
4662,9984,7645
4663,833,2205
4664,7296,7088
4665,NULL,NULL
4666,1339,8087
4667,9398,5794
4668,6326,1598
4669,361,2827
4670,3671,7467
4671,494,8370
4672,10027,9644
4673,339,2389
4674,3704,1315
4675,3703,8973
4676,6380,4391
4677,9398,819
4678,5235,3817
4679,4672,10263
4680,NULL,NULL
4681,339,1775
4682,10606,1630
4683,3563,6435
4684,1069,4229
4686,3698,7989
4687,494,7470
4688,NULL,NULL
4689,NULL,NULL
4690,1123,10607
4691,7848,8455
4692,9074,9149
4693,NULL,10598
4694,4951,2814
4695,8438,7503
4696,NULL,NULL
4697,1915,7111
4698,7848,10226
4699,7848,8287
4700,4851,6475
4701,4851,2432
4702,3153,8679
4703,4603,2278
4704,4456,8183
4705,7132,3101
4706,8593,6527
4707,10428,5274
4708,10582,8801
4709,10711,1909
4710,3671,2041
4711,4851,10950
4712,1781,10927
4713,3882,533
4714,4195,8980
4715,4644,3828
4716,NULL,NULL
4717,NULL,NULL
4718,7659,10412
4719,4036,9456
4720,6848,8851
4721,825,1343
4722,565,457
4723,9666,989
4724,1254,10218
4727,6833,7657
4728,181,5182
4729,4110,2053
4730,5622,4973
4731,8728,10692
4732,5262,3564
4733,519,5828
4734,676,7934
4735,5550,7709
4736,6344,5166
4737,5987,2050
4738,3704,4484
4739,215,4381
4740,NULL,NULL
4741,9779,10111
4742,10711,5984
4743,4131,1334
4744,215,9419
4745,7795,8402
4746,339,2429
4747,3882,6426
4748,1527,543
4749,2172,6942
4750,10428,1567
4751,NULL,NULL
4752,5283,6203
4753,8865,3223
4754,8826,3108
4755,749,10659
4756,9607,4287
4757,NULL,NULL
4758,3704,3298
4759,2204,768
4760,4565,3681
4761,4131,3644
4762,93,3200
4763,1915,5544
4764,2932,8296
4765,4526,9047
4766,9993,502
4767,2310,10331
4768,9355,586
4769,1843,459
4770,4851,8606
4771,7724,6099
4772,5698,7101
4773,5750,NULL
4774,6380,971
4775,6221,4518
4776,6380,8762
4777,8821,4734
4778,5665,7993
4779,NULL,NULL
4780,9982,4952
4781,NULL,NULL
4782,8846,4330
4783,3498,1618
4784,8548,7238
4785,181,9251
4786,4021,2739
4787,8233,5428
4788,1123,2698
4789,181,8940
4790,4384,6951
4791,9082,3303
4792,9774,1840
4793,2172,43
4794,8869,1945
4796,10251,5335
4797,8865,9247
4798,NULL,NULL
4799,494,10937
4800,834,2454
4801,1820,1408
4802,NULL,NULL
4803,376,10791
4804,1603,9820
4805,7332,1284
4806,1381,1759
4807,9074,5155
4808,2775,57
4809,4195,10649
4810,5750,5652
