animalRecoded,sireRecoded,damRecoded
9486,5283,1362
9487,7050,18
9488,717,3493
9489,4603,4053
9490,NULL,NULL
9491,3216,785
9492,3704,2678
9493,10867,5054
9494,4885,2931
9495,576,NULL
9497,3225,3403
9498,NULL,NULL
9499,8697,6629
9500,3968,5837
9501,2526,6218
9502,10112,8661
9503,327,2582
9504,8892,904
9505,10835,1326
9506,NULL,NULL
9507,7077,8566
9508,7788,2328
9509,NULL,NULL
9510,6651,7131
9511,4214,95
9512,6202,1077
9513,3486,6174
9514,4384,9095
9515,3703,2275
9516,1752,7607
9517,6380,9001
9518,833,10197
9519,7772,1568
9520,9607,7822
9521,6872,633
9522,4853,10646
9523,NULL,NULL
9524,3699,7773
9525,5571,2563
9526,4150,NULL
9527,494,3993
9528,833,9322
9530,NULL,NULL
9531,NULL,NULL
9532,2991,9127
9533,1304,7868
9534,9312,783
9535,9285,10038
9536,5665,5897
9537,1584,7718
9538,1396,3697
9539,6006,4235
9540,10835,4759
9541,8858,7033
9542,NULL,NULL
9543,746,7134
9544,NULL,NULL
9545,8865,7318
9546,9074,6286
9547,1463,1470
9548,5463,6660
9549,7780,2833
9550,NULL,NULL
9551,9074,10245
9552,212,5852
9553,8858,4393
9554,NULL,NULL
9555,NULL,NULL
9556,NULL,NULL
9557,5636,1984
9558,7071,2439
9559,717,6271
9560,5083,17
9561,NULL,6895
9562,4877,9050
9563,990,9905
9564,5987,5689
9565,NULL,NULL
9566,7280,9352
9567,NULL,NULL
9568,2634,603
9569,5550,115
9570,NULL,NULL
9571,609,1780
9572,10079,6728
9573,10564,3764
9574,825,6776
9575,NULL,NULL
9576,5083,7383
9577,9398,7471
9578,6326,2308
9579,1603,8764
9580,NULL,NULL
9581,216,1031
9582,969,8469
9583,5571,8232
9584,7547,4819
9585,2475,NULL
9586,6879,10618
9587,10107,8973
9588,730,2519
9589,8902,NULL
9590,5665,7640
9591,NULL,NULL
9592,5571,10812
9594,494,5057
9595,519,4139
9596,3593,5220
9597,NULL,NULL
9598,4131,5872
9599,990,9824
9600,676,8871
9601,8947,4965
9602,494,2318
9603,8664,3043
9604,6872,4255
9605,4603,5776
9606,8593,10326
9607,9915,9061
9608,2204,9569
9609,2526,4675
9610,1463,887
9611,1254,4064
9612,339,773
9613,5235,4111
9614,1752,5852
9615,7874,9670
9616,NULL,NULL
9617,8250,NULL
9618,NULL,NULL
9619,7630,3317
9620,5987,10637
9621,4021,10124
9622,4415,6174
9623,1049,3898
9624,1783,9342
9625,9355,6483
9626,NULL,6252
9627,6283,873
9628,4213,3344
9629,4885,10866
9630,NULL,5335
9632,6526,5063
9633,8892,5626
9634,6875,2326
9635,6943,8762
9636,9984,7668
9637,9713,9142
9638,7825,5527
9639,1527,7410
9640,8593,6569
9641,7976,5332
9642,NULL,NULL
9643,6462,4327
9644,10941,7800
9645,3619,2535
9646,5397,618
9647,4110,2765
9648,7438,5332
9649,369,2592
9650,4195,10292
9651,369,1545
9652,6006,4971
9653,738,7027
9654,1781,5464
9655,197,3294
9656,23,3173
9657,8996,9341
9658,10613,NULL
9659,6499,6076
9660,4828,8828
9661,7180,10210
9662,456,1091
9664,3704,7275
9665,802,8416
9666,8129,653
9667,8865,3810
9668,746,3050
9669,3698,934
9670,8438,10774
9671,1527,8707
9672,2653,3306
9673,2865,5216
9674,4853,3392
9675,5750,7697
9676,2932,1702
9677,9827,1529
9678,7788,6026
9679,5537,7674
9680,5235,9133
9681,6515,9354
9682,4384,6894
9683,8865,4652
9684,4526,NULL
9685,7280,4675
9686,8273,5374
9687,8664,10729
9688,8089,10730
9689,5283,3254
9690,623,5030
9691,NULL,NULL
9692,4214,6305
9693,2893,7284
9694,9375,8906
9695,6833,8070
9696,10835,8353
9697,NULL,NULL
9698,NULL,NULL
9699,738,5003
9700,6653,8510
9701,2173,5570
9702,7848,8332
9704,3671,6717
9705,5736,10354
9706,4094,6419
9707,NULL,NULL
9708,5169,10460
9709,1752,2841
9710,3882,6340
9711,3593,8526
9712,1843,508
9713,7074,9017
9714,9490,10413
9715,7132,8416
9716,9982,211
9717,8445,5099
9718,6875,10919
9719,NULL,NULL
9720,NULL,NULL
9721,746,2362
9723,7240,165
9724,4603,5361
9725,6380,8855
9726,676,691
9727,3628,5352
9728,519,10685
9729,519,3375
9730,9177,NULL
9731,9984,8077
9732,4795,6491
9733,5221,5746
9734,2653,25
9735,NULL,NULL
9736,10251,5335
9737,212,6895
9738,7438,5942
9740,5479,5422
9741,NULL,NULL
9742,NULL,NULL
9743,5665,9655
9744,361,2786
9745,5550,9583
9746,5357,8551
9747,3216,2880
9748,10489,7135
9749,3239,9311
9750,NULL,NULL
9751,NULL,NULL
9752,2579,3622
9753,4131,3215
9754,NULL,NULL
9755,8263,8082
9756,2653,3871
9757,10112,9131
9758,4795,9808
9759,8664,10041
9760,NULL,NULL
9761,9827,10913
9762,1123,4068
9763,1906,NULL
9764,2893,74
9765,NULL,4053
9766,NULL,NULL
9767,191,8381
9768,6326,6187
9769,5260,8917
9770,2653,5101
9771,327,1556
9772,NULL,NULL
9773,730,2404
9774,2360,3067
9775,738,9339
9776,10860,5689
9777,8821,5395
9778,2526,9196
9779,NULL,NULL
9780,7332,6793
9781,7132,6153
9782,6503,6258
9783,6833,1690
9784,NULL,NULL
9785,8438,733
9786,4795,5051
9787,1396,586
9788,NULL,NULL
9789,2204,4049
9790,7976,3537
9791,7848,9746
9792,6462,5918
9793,8821,4137
9794,5550,8199
9795,7609,8809
9796,NULL,NULL
9797,6221,7150
9798,NULL,NULL
9799,5571,1307
9800,5034,8410
9801,NULL,NULL
9802,2965,4921
9803,7788,2308
9804,361,10114
9805,NULL,NULL
9806,5987,5635
9807,7109,3343
9808,3671,370
9809,6875,8439
9810,7848,6336
9811,10564,3520
9812,2964,10866
9813,6620,NULL
9814,10356,NULL
9815,9730,NULL
9816,6276,3562
9817,738,2877
9818,5083,3193
9819,5357,3090
9820,3153,6235
9821,9984,2093
9822,4482,5952
9823,8826,8899
9824,8858,6750
9825,6333,5952
9826,NULL,NULL
9827,7845,5029
9828,6879,9679
9829,1870,6226
9830,7438,1965
9831,7848,3386
9832,9666,9692
9833,6898,6842
9834,3253,7072
9835,4329,NULL
9836,5750,555
9837,5283,6869
9838,3704,706
9839,3671,6436
9840,4992,6023
9841,10535,NULL
9842,1396,4223
9843,8664,370
9844,2061,844
9845,8892,4880
9846,NULL,NULL
9847,6006,3101
9848,6499,1558
9849,5083,7957
9850,6006,504
9851,NULL,NULL
9852,375,10433
9853,NULL,NULL
9854,NULL,NULL
9855,6943,7822
9856,NULL,NULL
9857,4110,2799
9858,10691,8265
9859,9619,26
9860,9082,3303
9861,8863,849
9862,1870,6314
9863,6805,1876
9864,2376,9530
9865,4195,5573
9866,8285,10123
9867,4094,8883
9868,4195,6508
9869,7848,7376
9870,10691,NULL
9871,10027,1813
9872,NULL,NULL
9873,NULL,NULL
9874,10835,646
9875,NULL,NULL
9876,1123,4350
9877,2689,5266
9878,717,5668
9879,6411,8866
9880,NULL,NULL
9881,7848,10783
9882,9993,314
9883,8783,4183
9884,730,10710
9885,456,5620
9886,9177,8610
9887,2173,NULL
9888,4853,10935
9889,5357,5863
9890,375,3425
9891,8846,6367
9892,5397,8410
9893,4131,8027
9894,9074,2710
9895,5537,5863
9896,7180,7246
9897,7280,2774
9898,2366,1716
9899,3882,4598
9900,361,211
9901,2865,349
9902,9876,6104
9903,483,1007
9904,375,427
9905,4131,3732
9906,2526,4212
9907,7848,7025
9908,4798,5574
9909,7869,NULL
9910,9619,6453
9911,519,5361
9912,6653,1243
9913,6879,9839
9914,7604,3018
9915,7353,10249
9916,6943,354
9917,6557,3645
9918,7848,6475
9919,9619,4837
9920,7070,1668
9921,6221,8960
9922,2653,4893
9923,7109,1513
9924,8536,9163
9925,NULL,NULL
9926,6681,2094
9927,5987,2050
9928,746,7776
9929,9312,3986
9930,5129,6314
9931,3076,4125
9932,NULL,NULL
9933,3704,7248
9934,7796,8881
9935,456,3226
9936,4936,4014
9937,NULL,NULL
9938,5235,4846
9939,10251,2740
9940,3498,980
9941,5283,3965
9942,749,6873
9943,7296,7128
9944,191,5511
9945,6085,2563
9946,2499,9905
9947,5221,2288
9948,4696,5016
9949,746,1243
9950,215,8615
9951,8821,449
9952,606,6712
9953,7825,5658
9954,6872,372
9955,1843,7596
9956,5870,NULL
9957,3882,8455
9958,8273,9767
9959,2003,2655
9960,7788,4908
9961,10529,51
9962,2886,4985
9963,10835,9141
9964,6691,5638
9965,9074,1627
9966,7280,2669
9967,1781,8676
9968,456,8918
9970,3214,9522
9971,2792,505
9972,8119,6185
9973,2157,10281
9974,6221,8676
9975,3216,1593
9976,1781,2632
9977,7613,5213
9978,10711,9695
9979,NULL,NULL
9980,503,8559
9981,1123,10017
9983,949,8718
9984,1041,10018
9985,9801,8044
9986,3704,5589
9987,9495,8688
9988,6954,4909
9989,6653,8619
9990,9398,268
9991,NULL,NULL
9992,NULL,NULL
9993,2491,6207
9994,1095,10842
9995,746,7134
9996,7378,NULL
9997,5235,2952
9998,8407,1390
9999,NULL,NULL
10000,3315,7022
10001,9619,4116
10002,4021,7318
10003,8588,7923
10004,9014,8655
10005,5987,6831
10006,746,5059
10007,834,9793
10008,5034,3269
10009,10107,5518
10010,749,3766
10011,8548,5847
10012,NULL,NULL
10013,4269,927
10014,1254,4632
10015,9926,6083
10016,339,1252
10017,489,4260
10018,888,7584
10019,5357,8825
10020,5571,10753
10021,7000,245
10022,2499,10456
10023,5537,10019
10024,191,5723
10025,4456,1164
10026,6691,174
10027,2272,430
10028,2085,7212
10029,7788,2957
10030,730,4302
10031,10537,3516
10032,1463,9231
10033,717,10030
10034,1039,4028
10035,1254,5564
10036,8821,8408
10037,3355,5205
10038,5407,8067
10039,10285,4532
10040,4213,5753
10041,519,4246
10042,519,2312
10043,730,2208
10044,NULL,NULL
10045,5235,5011
10046,2244,656
10047,3615,5425
10048,4384,9683
10049,NULL,2945
10050,746,4286
10051,825,3901
10052,7673,1183
10053,7132,5023
10054,7132,7583
10055,NULL,NULL
10056,3698,9068
10057,494,5794
10058,10999,8767
10059,8593,5225
10060,7788,10949
10061,6333,5708
10062,717,2454
10063,1527,2269
10064,1688,6786
10065,6848,1559
10066,NULL,NULL
10067,6326,5620
10068,NULL,NULL
10069,2383,7045
10070,5129,8896
10071,565,2559
10072,7874,8992
10073,7280,3639
10074,7911,9081
10075,5113,5965
10076,NULL,NULL
10077,2375,8297
10078,3671,6784
10080,8858,9650
10081,NULL,10967
10082,1294,441
10083,7963,3570
10084,NULL,NULL
10085,3498,9352
10086,4384,1363
10087,2579,7503
10088,7145,4252
10089,1781,629
10090,6324,7333
10091,5397,7424
10092,738,311
10093,1527,743
10094,8821,1428
10095,746,7195
10096,10999,8707
10097,3934,9574
10098,7848,4154
10099,5116,5875
10100,2865,10821
10101,NULL,NULL
10102,6499,1428
10103,1431,5844
10104,3225,7107
10105,7132,3966
10106,7000,2275
10107,6903,9109
10108,10251,4116
10109,215,5655
10110,749,2425
10111,9779,NULL
10112,7353,8384
10113,532,3515
10114,8969,8453
10115,8119,2828
10116,3730,4071
10117,NULL,NULL
10118,2173,5975
10119,192,10213
10120,5537,5329
10121,922,7157
10122,NULL,NULL
10123,11,1636
10124,1752,7283
10125,1396,3217
10126,4415,3622
10127,7182,4967
10128,3909,2711
10129,10711,3705
10130,NULL,NULL
10131,5665,8509
10132,6326,7333
10133,10251,5849
10134,5034,8291
10135,5283,3528
10136,3593,381
10137,NULL,NULL
10138,6833,2504
10139,6324,4212
10140,1527,7769
10141,7438,10639
10142,3712,NULL
10143,4526,NULL
10144,212,10552
10145,NULL,NULL
10146,860,4174
10147,5715,4801
10148,9982,1106
10149,361,1215
10150,4193,816
10151,3671,10177
10152,4853,7537
10153,4456,9848
10154,5260,7483
10155,NULL,NULL
10156,8664,7002
10157,10174,4862
10158,7725,5090
10159,3216,4391
10160,454,10708
10161,746,9121
10162,3713,9214
10163,NULL,NULL
10164,4644,9610
10165,1317,6481
10166,3574,6021
10167,456,4200
10168,4853,2406
10169,5129,3043
10170,3563,1379
10171,3399,9723
10172,990,6750
10173,6462,5507
10174,4193,NULL
10175,5083,7191
10176,NULL,NULL
10177,5537,6701
10178,9607,1559
10179,4644,3870
10180,10778,7621
10181,1915,5931
10182,673,1025
10183,9619,4084
10184,4384,1024
10185,2653,4102
10186,1294,1220
10187,NULL,NULL
10188,327,7762
10189,NULL,NULL
10190,6848,7239
10191,2526,9650
10192,7438,9757
10193,3563,10514
10194,10280,9383
10195,8821,5352
10196,9355,908
10197,7673,2828
10198,339,6235
10199,7132,2142
10200,9496,4774
10201,6221,9266
10202,NULL,NULL
10203,6324,2007
10204,8674,9669
10205,5550,7217
10206,NULL,NULL
10207,1696,2283
10208,NULL,NULL
10209,5397,10197
10210,NULL,NULL
10211,2689,7403
10212,730,2451
10213,7132,1886
10214,4603,3245
10215,5282,3417
10216,4853,1488
10217,1396,8652
10218,6221,2898
10219,6085,6790
10220,375,6790
10221,4858,7156
10222,6006,9458
10223,3253,6508
10224,5083,8296
10225,6085,3148
10226,9398,8788
10227,717,10858
10228,1752,7598
10229,NULL,NULL
10230,9398,8460
10231,NULL,10784
10232,6006,8921
10233,3713,578
10234,9706,7397
10235,6499,5409
10236,519,7197
10237,NULL,NULL
10238,NULL,NULL
10239,NULL,NULL
10240,2499,8875
10241,3680,5849
10242,833,6994
10243,NULL,NULL
10244,339,8777
10245,297,10805
10246,456,1857
10247,2280,994
10248,456,10751
10249,4182,478
10250,6221,918
10251,3061,9263
10252,10867,8584
10253,456,8918
10254,5571,5466
10255,3703,6296
10256,7703,7741
10257,339,434
10258,7353,5099
10259,140,2961
10260,494,74
10261,6691,3721
10262,9993,110
10263,9060,4541
10264,4928,7418
10265,2745,7465
10266,1273,4064
10267,5665,353
10268,5193,6573
10269,5870,958
10270,4110,10709
10271,241,4412
10272,8821,6454
10273,9060,7766
10274,5550,4328
10275,8858,7100
10276,7848,7062
10277,4456,107
10278,2579,7080
10279,8263,725
10280,5750,4340
10281,2965,8764
10282,6943,6914
10283,7874,298
10284,1603,1612
10285,2591,7375
10286,7332,1980
10287,8947,3612
10289,6499,2672
10290,NULL,NULL
10291,5870,7658
10292,2204,2275
10293,7874,8145
10294,NULL,NULL
10295,5262,951
10296,1445,10671
10297,10999,7854
10298,9074,306
10299,10167,9259
10300,7604,7646
10301,9312,893
10302,6848,5050
10303,8263,3962
10304,216,10198
10305,4214,9328
10306,1254,7369
10307,4885,103
10308,361,364
10309,6326,6068
10310,8858,5072
10311,2964,1379
10312,1254,7150
10313,10150,5628
10314,1843,6427
10316,4110,6765
10317,10860,6032
10318,9182,7219
10319,3486,7161
10320,9984,3245
10321,10167,4931
10322,1254,1913
10323,10835,10349
10324,140,8410
10325,4213,5753
10326,10711,1902
10327,5451,9560
10328,2792,6454
10329,5289,7229
10330,1830,10406
10331,10107,6106
10332,191,600
10333,4853,6992
10334,6653,5952
10335,717,10635
10336,212,2267
10337,212,2739
10338,6221,7150
10339,9398,9113
10340,1254,1164
10341,2157,10526
10342,7848,5886
10343,10251,6793
10344,NULL,NULL
10345,5868,1865
10346,4131,3321
10347,6006,7785
10348,1372,9306
10349,676,7767
10350,922,1895
10351,720,3151
10352,9074,5155
10353,5235,10078
10354,8442,815
10355,5571,10911
10356,2195,4156
10357,832,9761
10358,1036,NULL
10359,3671,4852
10360,5129,3277
10361,6925,7006
10362,10079,2287
10363,1254,587
10364,6324,544
10365,9666,2636
10366,191,3056
10367,456,6662
10368,8821,4743
10369,8263,7456
10370,3882,7367
10371,361,10451
10372,7848,7424
10373,1304,1492
10374,6326,6018
10375,9887,5981
10376,NULL,NULL
10377,6875,8466
10378,7438,3609
10379,6324,1091
10380,NULL,3065
10381,7613,8378
10382,7796,9894
10383,9014,7576
10384,1584,8244
10385,NULL,NULL
10386,1396,2318
10387,3574,7541
10388,2378,8579
10389,9227,3830
10390,3486,1556
10391,7976,9277
10392,9398,4931
10393,4644,5157
10394,10452,4129
10395,1564,1981
10396,6221,9695
10397,10867,6118
10398,5504,10832
10399,10640,NULL
10400,3593,1159
10401,1372,7943
10402,3214,10901
10403,5537,1225
10404,5283,1419
10405,4603,3596
10406,NULL,NULL
10407,6344,7057
10408,717,2725
10409,4482,7681
10410,2579,5670
10411,456,9423
10412,7353,10371
10413,NULL,NULL
10414,6937,5459
10415,6221,5462
10416,NULL,NULL
10417,2746,4574
10418,3882,318
10419,6875,2874
10420,140,9213
10421,10288,1099
10422,4131,1484
10423,8098,NULL
10424,10027,10082
10425,1781,5560
10426,3406,8598
10427,2280,7139
10428,5665,3210
10429,7604,10144
10430,4456,8303
10431,4213,5361
10432,1603,2437
10433,8958,7116
10434,10623,6678
10435,6324,7333
10436,2653,9151
10437,3842,7304
10438,4415,10332
10439,6006,3870
10440,532,9695
10441,7976,5066
10442,7796,7025
10443,3225,508
10444,7848,2476
10445,339,5032
10446,7132,629
10447,NULL,NULL
10448,3498,2920
10449,532,10434
10450,9282,2216
10451,456,3877
10452,641,9425
10453,825,5746
10454,532,10802
10455,4195,783
10456,2526,2774
10457,NULL,NULL
10458,5221,7645
10459,7353,7915
10460,NULL,NULL
10461,10711,7105
10462,6833,3705
10463,9398,8031
10464,216,3329
10465,7796,10233
10466,9060,4265
10467,3882,5165
10468,8445,8151
10469,3878,7377
10470,2746,373
10471,1396,4471
10472,8826,1065
10473,NULL,NULL
10474,2360,9568
10475,1339,9874
10476,191,600
10477,3704,775
10478,8664,7467
10479,6879,1967
10480,5504,1000
10481,NULL,4040
10482,738,822
10483,3253,7597
10484,NULL,NULL
10485,6499,8212
10486,NULL,NULL
10487,7332,9489
10488,494,4814
10489,NULL,NULL
10490,6691,7128
10491,717,9351
10492,NULL,NULL
10493,3934,2349
10494,3593,5055
10495,9573,2240
10496,1304,3131
10497,6666,5496
10498,10027,413
10499,NULL,NULL
10500,3253,8452
10501,8123,5734
10502,10288,961
10503,1463,477
10504,7976,6747
10505,6452,9875
10506,6326,9121
10507,7659,8801
10508,2893,9527
10509,3680,1148
10510,1039,10723
10511,7848,8551
10512,5537,8311
10513,5376,8190
10514,6691,189
10515,8865,844
10516,1463,5317
10517,NULL,NULL
10518,10907,3852
10519,10107,6942
10520,1254,107
10521,4120,9531
10522,NULL,NULL
10523,NULL,NULL
10524,7848,1980
10525,456,8066
10526,6735,6992
10527,8958,NULL
10528,7848,1136
10529,8643,4156
10530,6333,7821
10531,216,10321
10532,746,5462
10533,8119,6226
10534,2280,7162
10535,5434,NULL
10536,NULL,NULL
10537,4986,8209
10538,2792,3889
10539,6148,9891
10540,9108,7898
10541,7171,2586
10542,746,2454
10543,5537,1423
10544,6566,4038
10545,7132,3600
10546,4384,5338
10547,NULL,NULL
10548,749,7003
10549,2965,8777
10550,6499,3839
10551,9496,2500
10552,6221,10059
10553,7771,7540
10554,181,8521
10555,3593,6486
10556,5100,5997
10557,5665,10977
10558,10835,2246
10559,10194,10155
10560,5636,2830
10561,5283,7671
10562,5869,NULL
10563,54,9863
10564,4445,8356
10565,NULL,NULL
10566,2746,3890
10567,1017,7809
10568,376,4360
10569,10280,NULL
10570,5959,NULL
10571,9984,6447
10572,5324,2683
10573,5129,9859
10574,8548,226
10575,NULL,NULL
10576,1273,4632
10577,1781,5443
10578,4384,4091
10579,4624,7755
10580,NULL,NULL
10581,922,1405
10582,1292,6597
10583,7796,4871
10584,9312,10261
10585,7013,1217
10586,8672,6929
10587,5140,4332
10588,NULL,NULL
10589,NULL,NULL
10590,5255,8579
10591,4110,1698
10592,1752,5847
10593,2932,5314
10594,3619,10855
10595,2893,10336
10596,2965,4495
10597,5136,8293
10598,3704,5775
10599,3563,5857
10600,NULL,NULL
10601,834,4629
10602,4131,5395
10603,4624,10527
10604,10711,2207
10605,NULL,NULL
10606,2438,9308
10607,NULL,NULL
10608,2061,2406
10609,6875,7181
10610,5283,10236
10611,10666,NULL
10613,9392,NULL
10614,1752,1360
10615,4384,5649
10616,9496,8661
10617,5083,2374
10618,10867,8447
10619,215,10283
10620,7659,3901
10621,6651,194
10622,3628,2149
10623,5991,1978
10624,565,2210
10625,2116,NULL
10626,5896,6342
10627,10288,3598
10628,5283,8584
10629,3882,302
10630,5083,8364
10631,212,7282
10632,NULL,NULL
10633,2600,NULL
10634,NULL,NULL
10635,2499,5519
10636,746,9824
10637,834,5416
10638,4110,5107
10639,4851,10935
10640,9681,NULL
10641,4951,3098
10642,1039,2947
10643,489,9331
10644,2965,4652
10645,6221,5712
10646,1685,7915
10647,5193,3560
10648,6651,4413
10649,7874,8553
10650,738,428
10651,5537,134
10652,2865,355
10653,1781,3544
10654,9619,10659
10655,3698,5182
10656,4644,1073
10657,5665,4058
10658,NULL,NULL
10659,7796,7996
10660,6328,7004
10661,NULL,NULL
10663,3680,2710
10664,4384,4382
10665,NULL,NULL
10666,10142,6802
10667,8695,NULL
10668,2195,9642
10669,5565,928
10670,1584,1913
10671,1915,NULL
10672,6380,10872
10673,5235,3636
10674,3235,8749
10675,58,2665
10676,6499,3640
10677,9355,10041
10678,NULL,NULL
10679,10288,9682
10680,5636,8128
10681,6879,382
10682,4644,9695
10683,6653,5631
10684,3704,4632
10685,2965,2637
10686,9398,10549
10687,4131,2404
10688,NULL,NULL
10689,NULL,NULL
10690,361,10746
10691,1332,NULL
10692,2491,NULL
10693,8548,10477
10694,NULL,NULL
10695,6278,NULL
10696,NULL,NULL
10697,NULL,NULL
10698,3574,9321
10699,4384,5685
10700,2942,5542
10701,8791,6348
10702,NULL,NULL
10703,4131,3889
10704,5397,8700
10705,NULL,4040
10706,9442,1268
10707,7825,5023
10708,9455,1745
10709,2499,967
10710,8821,6250
10711,1915,3552
10712,857,773
10713,4951,10124
10714,NULL,NULL
10715,5083,8463
10716,1353,238
10717,3486,3973
10718,565,8753
10719,3498,7164
10720,746,9700
10721,7796,6243
10722,8123,9133
10723,738,7120
10724,1104,6571
10725,5979,7442
10726,4443,5983
10727,3494,10344
10728,NULL,NULL
10729,4951,99
10730,2491,254
10731,4110,1987
10732,9739,NULL
10733,3574,8995
10734,4021,3018
10735,565,3187
10736,7353,1148
10737,NULL,NULL
10738,8578,4109
10739,7296,3622
10740,2865,1772
10741,4853,2312
10742,5129,7655
10743,2865,5875
10744,5636,9670
10745,2171,9823
10746,7180,5039
10747,3563,5875
10748,5534,7820
10749,3704,8183
10750,454,8512
10751,8858,614
10752,4195,10331
10753,10075,NULL
10754,3225,6139
10755,7249,2339
10756,9496,6314
10757,3704,10014
10758,6653,9310
10759,1752,3298
10760,1870,10214
10761,NULL,NULL
10762,8826,10890
10763,3628,4971
10764,8548,10083
10765,9774,4197
10766,3703,8815
10767,9722,7943
10768,5357,5714
10769,2114,3728
10770,5357,8679
10771,5169,NULL
10772,6735,184
10773,3860,8845
10774,375,8381
10775,7132,3107
10776,7132,9665
10777,10835,6261
10778,191,10781
10779,860,178
10780,3253,4054
10781,3023,6930
10782,5465,190
10783,3574,4681
10784,6735,9149
10785,7848,5014
10786,3133,547
10787,4865,7144
10788,NULL,NULL
10789,676,9415
10790,2405,NULL
10792,3698,803
10793,947,1078
10794,2272,2706
10795,4036,811
10796,6221,7608
10797,2128,5645
10798,8548,3783
10799,990,5248
10800,3225,9777
10801,10525,6895
10802,7825,3626
10803,6533,1588
10804,4482,7348
10805,717,7681
10806,9496,1492
10807,4456,2682
10808,6326,4568
10809,1915,NULL
10810,NULL,NULL
10811,3498,6465
10812,8486,NULL
10813,5083,9781
10814,5235,7984
10815,9496,4391
10816,3882,428
10817,8846,446
10818,532,8243
10819,NULL,NULL
10820,NULL,NULL
10821,7296,3782
10822,3704,6093
10823,7604,1388
10824,2653,9621
10825,9009,3068
10826,1463,7583
10827,9619,5087
10828,4885,2944
10829,9143,NULL
10830,6221,8743
10831,10079,8764
10832,6653,10030
10833,8636,8813
10834,NULL,NULL
10835,4094,5068
10836,6326,2414
10837,3671,10543
10838,5537,10011
10839,2171,5123
10840,2310,9352
10841,676,6136
10843,6833,21
10844,216,7318
10845,6709,8603
10846,6875,7366
10847,8869,2326
10848,5283,3841
10849,4603,8546
10850,7353,2750
10851,7077,5204
10852,6326,4358
10853,9549,3164
10854,3750,3700
10855,10666,NULL
10856,361,7134
10857,4415,1734
10858,3225,3877
10859,1752,3392
10860,361,9643
10861,NULL,NULL
10862,9984,6713
10863,10716,NULL
10864,2526,3889
10865,7247,9013
10866,9993,6224
10867,2274,5841
10869,NULL,NULL
10870,NULL,NULL
10871,NULL,NULL
10872,10582,9293
10873,565,7816
10874,6875,1388
10875,NULL,NULL
10876,2653,8017
10877,297,4750
10878,3713,1956
10879,NULL,3596
10880,7632,9153
10881,10835,5928
10882,746,5563
10883,10905,10612
10884,4021,553
10885,10027,2810
10886,1752,4681
10887,3216,5746
10888,494,6282
10889,6731,10420
10890,9529,5344
10891,2746,11002
10892,717,7716
10893,833,2299
10894,7109,2022
10895,6326,6722
10896,361,2392
10897,2483,1946
10898,4951,6895
10899,1463,3626
10900,6326,5505
10901,6735,9669
10902,1095,7530
10903,4131,1618
10904,9811,6630
10905,8427,5209
10906,5964,4435
10907,6050,3426
10908,181,10804
10909,860,3506
10910,5034,9037
10911,8895,6089
10912,6557,9569
10913,4565,9898
10914,519,3261
10915,8664,4382
10916,NULL,NULL
10917,5083,3705
10918,339,8065
10919,4021,8933
10920,3628,10751
10921,3498,917
10922,6833,1334
10923,7613,2106
10924,NULL,NULL
10925,2204,6945
10926,2965,10614
10927,9014,9494
10928,5636,4568
10929,9870,8824
10930,3015,NULL
10931,98,10095
10932,746,6218
10933,NULL,NULL
10934,7639,7990
10935,717,10804
10936,4384,2431
10937,339,695
10938,10428,2632
10939,NULL,NULL
10940,1039,8911
10941,4565,5110
10942,6221,10105
10943,5357,8565
10944,5571,8781
10945,8821,5953
10946,NULL,NULL
10947,216,300
10948,6833,3734
10949,5636,10274
10950,5034,2905
10951,5235,4585
10952,5357,10321
10953,5537,1825
10954,327,9248
10955,2653,7286
10956,9666,10822
10957,1843,2249
10958,1688,5619
10959,6324,1057
10960,990,1812
10961,3574,7082
10962,9496,4204
10963,9827,7220
10964,297,5073
10965,4456,8303
10966,6326,2682
10967,6943,10214
10968,532,9292
10969,NULL,NULL
10970,NULL,NULL
10971,3628,5737
10972,5665,9741
10973,6326,1944
10974,6848,9829
10975,7083,NULL
10976,NULL,8590
10977,9057,4211
10978,3225,6290
10979,8800,7517
10980,2579,9248
10981,1413,4035
10982,435,3879
10983,8593,10425
10984,10026,10795
10985,7725,7726
10986,8858,377
10987,6943,3131
10988,3615,10851
10989,5235,5709
10990,10867,8551
10991,6421,6567
10992,3498,6809
10993,641,2396
10994,10079,1894
10995,1870,9888
10996,7796,5073
10997,NULL,5635
10998,8892,9072
10999,5719,3819
11000,6653,8882
11001,NULL,NULL
11002,746,7309
11003,10194,2032
