ANIMAL_ID,SIRE_ID,DAM_ID
DUMMYHUK934M,650000000191005311M,010000000710871411F
630000013740998511M,630000095958042011M,630000082057518811F
650000000136534111M,650000000103850911M,*
650000001712120311M,650000000211966011M,650000001448476011F
640000000017896911M,640000000014679911M,*
650000000116848011M,650000000104940611M,*
650000000117559611M,640000000018299111M,*
200000000006384511M,200000000004718711M,*
650000000221721211M,650000000187463411M,650000001429993011F
200000000006383911M,200000000004718711M,*
200000000013351911M,200000000005335111M,*
200000000017410711M,200000000010115311M,010000000022406411F
650000001713102511M,650000000212739911M,650000001557940211F
650000000069778911M,650000000066132311M,650000000097872111F
650000000114273411M,650000000074293811M,*
650000000195721011M,650000000166563411M,650000001033121811F
650000000198616411M,650000000166563411M,650000001126872511F
200000000029455311M,200000000018992711M,*
200000000185552011F,200000000023217311M,010000000138151611F
200000000028320211F,200000000005070311M,010000000022404211F
200000000066152011F,200000000013695511M,010000000043091611F
650000000912612711F,650000000165490611M,650000000831219511F
650000001042246811F,650000000165041411M,650000000909035211F
200000000099332011F,200000000016225511M,200000000055115611F
200000000120006611F,200000000013291911M,010000000068761611F
640000000051332611F,640000000013558311M,640000000044127821F
650000000339035211F,650000000085206311M,650000000269504511F
650000000641842311F,650000000138947111M,650000000541956511F
640000000255974911F,640000000028229311M,640000000221454611F
650000012144058311F,650000000216045811M,650000001486076311F
200000000047804611F,200000000007870711M,200000000022770211F
200000000052178811F,200000000004858311M,200000000039470811F
650000000976484511F,650000000155637311M,650000000891086311F
630000079205922011F,650000000187589611M,630000020080176611F
650000001468920211F,650000000198334811M,650000001390764911F
650000001269040411F,650000000177341711M,650000001193261211F
650000001299211211F,650000000165041411M,650000001135788921F
650000001005498811F,650000000159058211M,650000000913587311F
650000013170458711F,650000000225078311M,650000012339021311F
010000000046790611F,640000000015515911M,010000000041791211F
640000000034695311F,640000000009567911M,640000000022441611F
650000001425045811F,650000000192941011M,650000001136716311F
200000000256477611F,*,200000000220982011F
650000001051576711F,650000000155884211M,650000000919076911F
650000000424516111F,650000000108099011M,650000000296959711F
650000000911359211F,650000000149100711M,650000000723485521F
650000000959197811F,650000000139399711M,650000000906087211F
650000000963326211F,650000000149100711M,650000000897146711F
630000012802204511F,630000046094203011M,630000083057455111F
630000051871834911F,650000000192941011M,630000051415271411F
650000000694550911F,650000000136534111M,650000000558881821F
650000000702767411F,650000000149368611M,650000000656949321F
650000000514604611F,650000000121138411M,650000000441068811F
640000000179247311F,640000000026851711M,640000000146806611F
650000001214642911F,650000000167215111M,650000001130181411F
200000000048905011F,010000000007684711M,010000000034605411F
650000000909408711F,650000000130810111M,650000000761623411F
650000000940872111F,650000000166563411M,650000000841987111F
200000000023039011F,010000000004377711M,010000000018260211F
650000001051440811F,650000000162824211M,650000000912731211F
640000000177207111F,640000000026715011M,640000000091433011F
200000000063366811F,200000000014439711M,200000000047899011F
200000000175032611F,200000000023115711M,010000000103288411F
650000001202011311F,650000000166736611M,650000001073535611F
640000000022441611F,640000000006791911M,640000000013900311F
DUMMYHUK4295M,DUMMYHUK30M,010000001221658911F
010000000728253811F,640000000034026011M,010000000673646211F
DUMMYHUK978M,630000031165144311M,010000000728253011F
010000000944271611F,640000000033339111M,010000000774369411F
010000000893469511F,640000000033339111M,010000000774369411F
DUMMYHUK1112M,640000000034286011M,010000000801921911F
010000000858174011F,650000000190501711M,010000000805073411F
010000000837071811F,650000000189806011M,010000000805073411F
200000000546427011F,010000000039785111M,200000000335038211F
010000000801922511F,640000000036668611M,010000000764358211F
200000000423528611F,200000000029948711M,200000000312191011F
640000000342230311F,*,*
650000000618099611F,*,*
650000000619070011F,*,*
650000000687172711F,*,*
650000000691606021F,*,*
640000000037997421F,*,*
640000000039796811F,*,*
640000000041987011F,*,*
640000000042929011F,*,*
640000000047498511F,*,*
640000000058094311F,*,*
640000000059792311F,*,*
640000000068417711F,*,*
640000000071797511F,*,*
640000000086692311F,*,*
650000001055957421F,*,*
650000001063343711F,*,*
650000001095300311F,*,*
650000001102150211F,*,*
650000001135516521F,*,*
010000000008422211F,*,*
010000000013870811F,*,*
010000000016544411F,*,*
010000000018015011F,*,*
010000000018019611F,*,*
010000000018388411F,*,*
010000000019119811F,*,*
010000000019120811F,*,*
010000000019435411F,*,*
010000000020124011F,*,*
010000000020920211F,*,*
010000000021147811F,*,*
200000000359108411F,200000000028535111M,200000000278644211F
DUMMYHUK1115F,120000000000083211M,010000000800368411F
200000000366024811F,200000000026622711M,200000000295340611F
DUMMYHUK199F,200000000030997111M,DUMMYHUK172F
010000000861114911F,640000000036316211M,010000000822345511F
200000000447203411F,200000000027102111M,200000000359761611F
DUMMYHUK862M,120000000000076411M,010000000765866511F
DUMMYHUK196F,200000000021851711M,DUMMYHUK664F
DUMMYHUK200F,200000000028943711M,DUMMYHUK60F
010000000940445111F,640000000033339111M,010000000818383311F
010000000022102211F,*,*
200000000035818811F,*,*
640000000247244111F,*,*
650000000433357011F,*,*
650000000484891111F,*,*
650000000503715711F,*,*
650000000511606411F,*,*
650000000541956511F,*,*
650000001458993321F,*,*
630000000014590011F,*,*
630000000015907711F,*,*
630000014134181711F,*,*
650000000740089321F,*,*
650000000751674711F,*,*
710000297802578811F,*,*
010000000022404211F,*,*
010000000022406411F,*,*
010000000023085411F,*,*
010000000026147811F,*,*
010000000027639611F,*,*
010000000041882011F,*,*
010000000043091611F,*,*
010000000045435011F,*,*
010000000052824611F,*,*
010000000060185211F,*,*
010000000068761611F,*,*
010000000069476011F,*,*
010000000070982011F,*,*
010000000085331011F,*,*
010000000094869211F,*,*
010000000110076411F,*,*
010000000123816011F,*,*
010000000137467211F,*,*
010000000186736411F,*,*
010000000191810611F,*,*
010000000805135921F,*,*
200000000039603811F,*,*
200000000041077811F,*,*
200000000046179211F,*,*
200000000046475211F,*,*
200000000057871211F,200000000007829311M,200000000037473611F
640000000035864511F,*,*
200000000038703011F,*,*
20000000003871821DF,*,*
650000000902650811F,*,*
650000000927668611F,*,*
650000000933048921F,*,*
650000000941869811F,650000000149100711M,650000000780368911F
650000000950401811F,*,*
650000000957144821F,*,*
650000000972812211F,*,*
650000000998145011F,*,*
650000001003385321F,*,*
650000001006570421F,*,*
650000001009020411F,*,*
650000001023509621F,*,*
630000015166455311F,*,*
630000022075088211F,*,*
630000030559537511F,*,*
630000061211841011F,*,*
63000009511362011AF,*,*
630000098019200911F,*,*
640000000007481511F,*,*
650000000766828321F,*,*
650000000800650311F,*,*
650000000815595611F,*,*
640000000213067711F,*,*
640000000221613911F,*,*
650000000410344311F,*,*
650000000443785211F,*,*
650000000451417221F,*,*
650000000458827421F,*,*
650000000463581321F,*,*
650000000467364521F,*,*
650000000475469521F,*,*
650000000486953311F,*,*
650000000495936811F,*,*
650000000506797811F,*,*
650000000538195711F,650000000123348711M,*
650000000571252121F,*,*
650000000595501921F,*,*
010000000023076611F,*,*
010000000023947211F,*,*
010000000024133411F,*,*
010000000024730811F,*,*
010000000025167411F,*,*
010000000027128811F,*,*
010000000027651411F,*,*
010000000028319211F,*,*
010000000030088211F,*,*
010000000030088811F,*,*
630000052222790521F,*,*
650000001215846611F,650000000163584311M,650000001095300311F
650000001263022411F,650000000198415311M,650000001188472811F
650000000825971311F,650000000142738111M,650000000750537821F
200000000204325211F,200000000018995711M,200000000153094011F
010000000979889711F,650000000220508211M,650000001721421311F
20000000003956361CF,200000000029212711M,*
650000000474592611F,650000000123924211M,*
650000001484038711F,650000000191227011M,650000001293645611F
200000000075294611F,200000000015511711M,*
200000000115988011F,200000000016470311M,200000000058812611F
640000000162345311F,640000000026715011M,640000000081505321F
650000001422880311F,650000000191227011M,650000001325792911F
200000000031101211F,200000000005148111M,200000000023039011F
650000001057076211F,650000000162824211M,650000001014102411F
200000000123156411F,200000000020985511M,010000000095613611F
640000000199513311F,640000000027505811M,640000000164555711F
640000000047559911F,640000000012100411M,640000000040660211F
650000001000657811F,650000000158319711M,650000000835751711F
650000001042193711F,650000000162681311M,*
DUMMYHUK328F,640000000032081711M,DUMMYHUK250F
DUMMYHUK595F,640000000034904011M,DUMMYHUK115F
010000000546427211F,640000000032081711M,200000000445722811F
DUMMYHUK435F,640000000034351411M,200000000537799611F
010000000591384811F,640000000032685711M,200000000537799611F
010000000691873011F,640000000032500511M,200000000520766611F
200000000240551411F,200000000021851711M,DUMMYHUK143F
DUMMYHUK710M,650000000188908511M,01000000009953581BF
DUMMYHUK739M,640000000037597711M,010000000710871411F
640000000264553911F,640000000029072511M,640000000186808311F
650000001471686611F,650000000198908311M,650000001334156411F
200000000045222811F,200000000007874111M,*
650000000197002311F,650000000057618711M,*
650000001062990711F,650000000162681311M,650000000943565611F
650000001152525411F,650000000166736611M,650000001078041111F
650000000391637211F,650000000114400911M,650000000339353611F
650000000574975811F,650000000118987011M,650000000485561411F
010000000758539811F,640000000032950111M,010000000694237211F
DUMMYHUK225F,200000000028713911M,DUMMYHUK165F
DUMMYHUK1493M,640000000033339111M,010000000778808911F
010000000807708411F,120000000000106811M,010000000778808811F
DUMMYHUK295F,640000000032065111M,DUMMYHUK168F
DUMMYHUK210F,200000000031825111M,DUMMYHUK59F
640000000227232711F,640000000027890911M,650000000186910311F
200000000246562411F,200000000027316911M,*
630000000270203311F,630000000004345411M,630000000065924611F
640000000010838711F,*,*
640000000018148811F,*,*
650000000780368911F,*,*
650000000783561821F,*,*
650000000802784611F,*,*
650000000802902421F,*,*
650000000816152621F,*,*
650000000837971311F,*,*
030000000910707022F,*,*
120000000212549811F,*,*
120000000400971821F,*,*
200000000099746211F,*,*
640000000039246411F,*,*
640000000062194611F,*,*
640000000087535311F,*,*
640000000090898911F,*,*
650000000169050411F,*,*
650000000170094711F,*,*
650000001096239711F,*,*
650000001099688011F,*,*
650000001130181411F,*,*
650000001148013411F,*,*
200000000069238011F,*,*
200000000097966611F,*,*
200000000107823011F,*,*
640000000094547011F,*,*
640000000098922411F,*,*
640000000100176911F,*,*
640000000102173211F,*,*
640000000129672111F,*,*
640000000131561411F,*,*
010000000035017211F,*,*
010000000035460611F,*,*
010000000038708811F,*,*
010000000039745211F,*,*
010000000047505811F,*,*
010000000052441411F,*,*
01000000005248921DF,*,*
010000000066907411F,*,*
010000000080964211F,*,*
010000000095613611F,*,*
010000000172754611F,*,*
200000000039042411F,*,*
DUMMYHUK1320F,630000045850677811M,010000000821362011F
DUMMYHUK1517M,630000031834081011M,010000000821362011F
DUMMYHUK1500M,630000031641972111M,010000000822344911F
DUMMYHUK1346M,630000045850677811M,010000000822344911F
DUMMYHUK235F,200000000028713911M,DUMMYHUK777F
010000000871716411F,650000000207350511M,010000000832587911F
010000000971395511F,650000000220330611M,010000000832587911F
200000000040624611F,*,*
640000000044127821F,*,*
640000000067219811F,*,*
640000000068586521F,*,*
640000000072371611F,*,*
640000000082190911F,640000000018065611M,640000000069992111F
640000000091049011F,*,*
640000000091238611F,*,*
650000000186910311F,*,*
650000001048698721F,*,*
650000001116063811F,*,*
200000000020256811F,*,*
200000000022409211F,*,*
640000000096792611F,640000000019899811M,640000000073965611F
640000000102032811F,*,*
640000000118138921F,*,*
640000000134476911F,*,*
640000000146806611F,*,*
640000000154155111F,*,*
640000000160779011F,*,*
640000000160787211F,*,*
640000000174893311F,*,*
650000000210430411F,*,*
650000000219274611F,*,*
650000000229206121F,*,*
650000000231821221F,*,*
650000000252666611F,*,*
650000000261353311F,*,*
650000000268338611F,*,*
650000000275271411F,*,*
650000000281058611F,*,*
650000000294851811F,*,*
650000000333045511F,*,*
650000000333557211F,*,*
650000000339504711F,*,*
650000001205215921F,*,*
650000001226678111F,*,*
650000001272771611F,*,*
010000000015174411F,*,*
010000000015842811F,*,*
010000000016921811F,*,*
010000000017305611F,*,*
010000000018017411F,*,*
010000000018070411F,*,*
640000000144371721F,*,*
640000000144847111F,*,*
640000000159900511F,*,*
640000000174599111F,*,*
640000000179085311F,*,*
650000000226267021F,*,*
650000000243204911F,*,*
650000000270931711F,*,*
650000000275194411F,*,*
650000000350767621F,*,*
650000000355426111F,*,*
650000001262765211F,*,*
650000001284017711F,*,*
650000001291776911F,*,*
650000001295980421F,*,*
650000001311571921F,*,*
650000001372229821F,*,*
650000001399485611F,650000000192941011M,*
650000001408578911F,650000000192941011M,650000000999329111F
650000001429993011F,650000000192941011M,650000001344152711F
200000000026912011F,010000000004613711M,010000000020124011F
640000000014428011F,*,*
640000000014946211F,*,*
640000000015823311F,*,*
650000000241282411F,*,*
650000000245457711F,*,*
650000000262843711F,*,*
650000000275602011F,*,*
650000000296123911F,*,*
650000000318591121F,*,*
650000000323581811F,*,*
650000000339999411F,*,*
650000001351044011F,*,*
650000001367697511F,*,*
010000000028779811F,*,*
010000000031111011F,*,*
010000000031761211F,*,*
010000000032975011F,*,*
010000000033856411F,*,*
010000000037555211F,*,*
010000000041452611F,*,*
010000000041881211F,*,*
010000000046365411F,*,*
010000000049634211F,*,*
010000000053364811F,*,*
010000000056044211F,*,*
010000000067745611F,*,*
010000000074796411F,*,*
010000000103288411F,*,*
010000000149841011F,*,*
010000000218645811F,*,*
010000000813596111F,640000000036927511M,120000000006021811F
DUMMYHUK1244M,650000000207350511M,010000000837072411F
DUMMYHUK734M,120000000000106811M,010000000760948611F
010000000922947111F,630000031641972111M,010000000756887011F
DUMMYHUK1234M,640000000036316211M,010000000756887011F
DUMMYHUK2553M,010000000046116511M,010000001010714611F
DUMMYHUK4002M,010000000061448511M,010000001160548111F
010000000461888211F,200000000029183511M,010000000412626811F
DUMMYHUK798M,640000000032357411M,010000000764104611F
DUMMYHUK648M,120000000000106811M,010000000764104611F
010000000787570711F,640000000033877811M,010000000755364811F
DUMMYHUK1092M,640000000034286011M,010000000800368311F
DUMMYHUK1164M,640000000033757811M,010000000801921411F
DUMMYHUK3126M,DUMMYHUK56M,010000001067889411F
DUMMYHUK3452M,650000006164301611M,010000001151281611F
DUMMYHUK1558M,630000031834081011M,010000000846120111F
DUMMYHUK820F,640000000030579411M,010000000691873811F
DUMMYHUK555M,640000000037144011M,010000000728252211F
DUMMYHUK1137M,650000000190501711M,010000000776801811F
010000000835383311F,640000000038362211M,010000000801921611F
200000000452427411F,200000000032436711M,200000000341405811F
DUMMYHUK1205M,630000031165144311M,010000000809355611F
DUMMYHUK1285F,640000000034589511M,010000000835383111F
01000000007345891BF,010000000033898711M,01000000005542901AF
010000000472172611F,010000000033898711M,200000000395332211F
010000000601386211F,200000000035498111M,010000000432900211F
200000000728253611F,200000000039448111M,200000000573196811F
010000000744053411F,640000000034904011M,010000000691873011F
010000000774369111F,640000000033877811M,01000000011083241CF
DUMMYHUK522M,640000000037144011M,010000000732869811F
DUMMYHUK4095M,650000013296773411M,010000001191332211F
010000000688844411F,010000000039517311M,010000000544568411F
DUMMYHUK460M,640000000034351411M,010000000650796411F
DUMMYHUK696F,640000000036668611M,010000000630350611F
010000000805073211F,640000000030579411M,010000000704536811F
200000000405756611F,200000000025344511M,010000000208893211F
010000000828280211F,640000000031340411M,010000000766373011F
DUMMYHUK832M,120000000000106811M,010000000766373011F
DUMMYHUK1938M,640000000033757811M,010000000821361111F
010000000921210711F,010000000043267111M,010000000821361111F
010000000946295111F,640000000033339111M,010000000821361111F
010000000822345311F,650000000189806011M,010000000778338511F
010000000861668911F,640000000036316211M,010000000825542311F
DUMMYHUK1245M,630000045691149911M,010000000832587811F
DUMMYHUK619M,640000000036485911M,010000000673646211F
DUMMYHUK1394M,630000031641972111M,010000000728253011F
DUMMYHUK1232M,630000045850677811M,010000000728253011F
DUMMYHUK1096M,010000000043811911M,010000000774369411F
010000000832588611F,640000000032950111M,010000000774369411F
DUMMYHUK1293M,630000045850677811M,010000000786888211F
DUMMYHUK1287M,640000000036316211M,010000000805073411F
200000000520766611F,200000000035286111M,200000000335038211F
DUMMYHUK2019M,120000000000298411M,010000000816105811F
010000000842346311F,640000000034286011M,010000000810081111F
DUMMYHUK307F,640000000032065111M,200000000423900211F
DUMMYHUK613M,640000000036668611M,010000000764358211F
DUMMYHUK873M,650000000190916611M,010000000764358211F
010000000840100411F,650000000190501711M,150000000003071511F
DUMMYHUK1151M,640000000036316211M,150000000003071511F
650000000761870511F,*,*
650000000766317711F,*,*
650000000768685511F,*,*
650000000841987111F,*,*
650000000881834411F,*,*
650000000885268021F,*,*
650000000896119611F,*,*
650000000901377611F,*,*
01000000000191361DF,*,*
010000000009560611F,*,*
01000000001232231DF,*,*
010000000014840811F,*,*
010000000014841611F,*,*
010000000016924211F,*,*
010000000019118011F,*,*
010000000020054011F,*,*
010000000020340611F,*,*
010000000021739811F,*,*
200000000033470011F,*,*
200000000035617411F,*,*
20000000003803141CF,200000000020803311M,*
640000000022255611F,*,*
DUMMYHUK192F,200000000030997111M,DUMMYHUK517F
DUMMYHUK222F,200000000021851711M,DUMMYHUK601F
DUMMYHUK1773M,630000077665452811M,010000000835383211F
010000000922946711F,650000000208938111M,010000000835383211F
DUMMYHUK1290M,640000000033757811M,010000000838716311F
650000000134226021F,*,*
650000000906087211F,*,*
650000000912552411F,*,*
650000000938149011F,*,*
650000000988473311F,*,*
650000001023535121F,*,*
650000001034521521F,*,*
200000000041695611F,*,*
200000000045318811F,*,*
200000000057071011F,*,*
640000000032852911F,*,*
640000000043816611F,*,*
640000000072271111F,*,*
640000000072365811F,*,*
640000000077616011F,*,*
640000000083117711F,*,*
650000001059768011F,650000000149100711M,650000000912398011F
650000001070103411F,*,*
010000000014845011F,*,*
010000000015434411F,*,*
010000000015639611F,*,*
DUMMYHUK886M,630000031165144311M,010000000709589011F
DUMMYHUK776M,DUMMYHUK44M,010000000771747311F
DUMMYHUK1038M,640000000032357411M,010000000808777111F
010000000481281811F,010000000033898711M,200000000408603211F
DUMMYHUK770M,120000000000106811M,010000000738957011F
010000000767056311F,640000000032950111M,200000000718949611F
010000000851677611F,630000031165144311M,010000000795009011F
DUMMYHUK1050M,640000000038362211M,010000000793249211F
010000000597376211F,640000000030869111M,200000000522363811F
010000000767573711F,640000000034351411M,200000000522363811F
DUMMYHUK495M,640000000031340411M,010000000688844411F
DUMMYHUK746M,650000000185690411M,010000000732141411F
DUMMYHUK638M,640000000036668611M,010000000768813411F
DUMMYHUK194F,DUMMYHUK40M,200000000268697811F
DUMMYHUK1117M,630000031165144311M,010000000791024411F
DUMMYHUK896M,DUMMYHUK44M,010000000795009211F
200000000477762211F,200000000039422311M,200000000366189011F
010000000877132211F,640000000034589511M,010000000838717011F
010000000855013611F,650000000202284411M,010000000822345711F
010000001067137311F,630000022753720611M,010000001029859011F
010000001087224511F,630000022753720611M,010000001029859011F
010000000654524011F,010000000039645711M,010000000503907811F
010000000717189811F,640000000034704511M,200000000519416011F
010000000664672811F,640000000033383611M,010000000564096011F
010000000727840811F,640000000034026011M,010000000675340811F
DUMMYHUK570M,640000000034904011M,010000000675340811F
DUMMYHUK1235M,640000000036316211M,010000000787571111F
DUMMYHUK1022M,DUMMYHUK105M,010000000775394611F
01000000009593091AF,640000000032065111M,DUMMYHUK211F
DUMMYHUK286F,200000000035345111M,010000000493318811F
DUMMYHUK337F,640000000032231511M,DUMMYHUK282F
DUMMYHUK420F,010000000040262511M,010000000569024011F
DUMMYHUK476M,640000000032950111M,DUMMYHUK417F
200000000295445611F,200000000023355911M,DUMMYHUK93F
200000000310889811F,200000000021851711M,DUMMYHUK93F
DUMMYHUK682M,120000000000106811M,010000000718949811F
DUMMYHUK1043M,630000031165144311M,010000000718949411F
200000000259932011F,200000000023229711M,DUMMYHUK142F
DUMMYHUK499F,640000000034286011M,010000000614752411F
DUMMYHUK463M,640000000035790711M,010000000700999611F
DUMMYHUK827F,640000000037597711M,200000000717729811F
010000000765866511F,640000000032950111M,200000000717729811F
DUMMYHUK949F,640000000031340411M,200000000717729811F
DUMMYHUK561M,640000000037144011M,010000000736646211F
010000000321235411F,DUMMYHUK102M,DUMMYHUK94F
010000000888298911F,640000000033757811M,010000000766372911F
200000000395332211F,200000000031825111M,200000000278644211F
DUMMYHUK2742M,720006105101205711M,010000001065866311F
DUMMYHUK4496M,DUMMYHUK33M,DUMMYHUK3947F
DUMMYHUK4094M,650000013598410911M,010000001154344511F
DUMMYHUK3647M,010000000062533111M,010000001154344511F
010000000897699011F,120000000000283611M,010000000844860211F
DUMMYHUK1535M,010000000043267111M,010000000800368411F
DUMMYHUK960M,DUMMYHUK44M,010000000794868811F
DUMMYHUK1265M,630000045850677811M,010000000794868811F
DUMMYHUK2276M,010000000056944611M,010000000835383511F
DUMMYHUK1593M,650000000210329711M,010000000835383511F
DUMMYHUK279F,200000000035286111M,200000000438012611F
DUMMYHUK611M,640000000036668611M,010000000705858211F
DUMMYHUK686F,120000000000106811M,010000000688264211F
DUMMYHUK1310M,650000000207350511M,010000000803979711F
DUMMYHUK1769M,650000000210329711M,010000000826893311F
200000000539348811F,200000000035286111M,200000000428162211F
010000000624863411F,640000000033201211M,010000000432900011F
DUMMYHUK724M,640000000030579411M,010000000771747811F
010000000905265411F,010000000043267111M,010000000805073111F
DUMMYHUK1035M,640000000032950111M,010000000805073111F
DUMMYHUK1426F,120000000000283611M,010000000832588611F
DUMMYHUK1472F,630000031641972111M,010000000821361211F
DUMMYHUK1272M,630000045850677811M,010000000837072011F
DUMMYHUK2063M,600000101116469011M,010000000863876511F
DUMMYHUK2894M,010000000060181711M,010000001069027711F
010000001225622811F,650000006054033611M,010000001169330311F
DUMMYHUK4619F,DUMMYHUK50M,010000001244433211F
DUMMYHUK372F,640000000032762411M,010000000493319011F
200000000650796211F,200000000039784911M,200000000594798411F
010000000666297611F,010000000039517311M,010000000574553811F
010000000773911011F,010000000043811911M,010000000624862211F
010000000808776911F,640000000037597711M,010000000614752011F
010000000786888411F,640000000036485911M,010000000650795411F
010000000762418411F,640000000035807711M,010000000650795411F
DUMMYHUK804F,640000000037597711M,010000000643496411F
010000000837072411F,630000031165144311M,010000000762419011F
010000000818958911F,650000000190916611M,010000000756887011F
010000000800368311F,640000000032357411M,010000000772845711F
010000000855013411F,650000000202284411M,010000000822345611F
010000000968694011F,650000000220330611M,010000000837072111F
DUMMYHUK239F,200000000027102111M,200000000369711011F
010000000446586011F,640000000029355611M,200000000380202411F
200000000024506511M,200000000016548711M,200000000084759411F
650000000093135411M,650000000069778911M,*
720000360403970911M,650000000212435711M,720000360401144111F
010000000025711911M,010000000013246911M,200000000105870211F
650000000172312111M,650000000142738111M,630000098005994411F
200000000013550711M,200000000010102111M,200000000025887011F
650000000146315411M,650000000129760011M,*
650000000148438011M,650000000118987011M,*
200000000014772711M,200000000007874111M,*
200000000009648711M,010000000005334911M,010000000021258411F
650000000124572811M,650000000094329311M,*
650000000093312211M,650000000081947611M,*
200000000006383511M,200000000004807911M,*
640000000033448911M,640000000029985511M,640000000241374211F
200000000015033711M,200000000012085711M,200000000032265811F
650000000116147611M,650000000109141111M,*
650000000126727111M,650000000111326311M,*
650000000118919511M,650000000092971611M,*
200000000310122811F,200000000021851711M,DUMMYHUK156F
200000000285100211F,200000000021851711M,DUMMYHUK75F
DUMMYHUK950F,650000000191005311M,010000000762418811F
01000000006257441AF,200000000029948711M,DUMMYHUK71F
200000000029213511M,200000000021590711M,*
DUMMYHUK2270M,630000083938054611M,010000000822344811F
010000000701770211F,010000000040262511M,200000000471070811F
DUMMYHUK399F,640000000032500511M,010000000459012211F
010000000690064211F,010000000039517311M,010000000574554211F
DUMMYHUK981M,640000000032950111M,010000000801922111F
DUMMYHUK1105M,640000000034286011M,010000000801922111F
DUMMYHUK1369M,640000000033339111M,010000000801922111F
DUMMYHUK1382M,120000000000283611M,010000000810825911F
DUMMYHUK1634M,630000031641972111M,010000000801921611F
640000000023930111M,640000000012100411M,640000000054709911F
640000000025607511M,640000000024181611M,640000000067219811F
650000000113299311M,650000000105688211M,650000000252666611F
650000000172188111M,650000000156235211M,650000000837060411F
200000000023664111M,200000000008355911M,010000000060209211F
720000091202763211M,650000000216045811M,720000090900479111F
650000000155637311M,650000000142738111M,650000000666509611F
010000000025747911M,010000000013246911M,200000000053669211F
630000000002538611M,630000000011905611M,630000014134181711F
640000000032121811M,640000000029171411M,640000000190504311F
650000000188709611M,650000000166736611M,650000001008200411F
650000000192622411M,650000000162681311M,650000001114052411F
650000000149368611M,640000000026715011M,650000000414150711F
650000000115047011M,650000000106887011M,650000000294851911F
640000000575711711M,640000000039040911M,640000000531978311F
650000000114643711M,650000000111678311M,650000000866852111F
200000000022718111M,200000000016225511M,200000000075231211F
650000000188322811M,650000000165041411M,650000000953110411F
650000000175010211M,650000000159906911M,650000000902650811F
640000000024820711M,640000000019899811M,640000000091574211F
DUMMYHUK867M,650000000191005311M,010000000771747111F
200000000338903411F,200000000026346311M,200000000260113011F
DUMMYHUK471M,640000000035790711M,010000000643991211F
010000000768813311F,640000000035790711M,010000000643991211F
010000000768813411F,640000000035790711M,010000000643991211F
DUMMYHUK943M,650000000190916611M,010000000716015811F
010000000781421411F,640000000034351411M,010000000716015811F
010000000853597211F,640000000036316211M,010000000794868911F
DUMMYHUK988M,DUMMYHUK44M,010000000794868911F
650000000163584311M,650000000149100711M,650000000779486911F
640000000033786511M,640000000028879011M,650000000529613311F
640000000035971311M,640000000033347311M,640000000271696011F
650000000164462911M,650000000149100711M,650000000636950011F
010000000787570611F,640000000036485911M,010000000614752011F
010000000735674811F,640000000034351411M,010000000650795411F
010000000736646211F,640000000033879411M,010000000651542811F
010000000714483611F,010000000040262511M,010000000630351411F
010000000843391211F,630000031165144311M,010000000643496411F
010000000783914311F,120000000000106811M,01000000011001371CF
DUMMYHUK1414F,650000000207350511M,01000000013084601CF
010000000694237211F,640000000032500511M,200000000416331611F
650000000130546011M,650000000115225211M,650000000323265111F
650000000130810111M,650000000126727111M,640000000323581811F
710000358604930111M,650000000180620111M,650000001066129411F
200000000491108011F,200000000027565711M,200000000435252811F
650000000192678011M,650000000162027311M,650000001051564411F
650000000136622911M,650000000116501211M,650000000333045511F
200000000014439511M,200000000008790911M,200000000028768011F
200000000022358711M,200000000017553111M,200000000075294611F
630000000002678111M,630000000002241011M,630000015166455311F
650000000148704011M,650000000140627111M,650000000526982711F
650000000168438511M,650000000142738111M,630000098007598811F
120000000000083211M,640000000028229311M,640000000164208311F
200000000012978511M,200000000004858311M,010000000020920211F
200000000016063311M,200000000009292511M,200000000028320211F
640000000030050211M,640000000022951211M,640000000144417111F
650000000134794011M,650000000110407411M,650000000422792511F
200000000025212911M,200000000022718111M,200000000077741811F
200000000020232911M,200000000010634511M,010000000053364811F
640000000021803611M,640000000013753211M,640000000043816611F
010000001139696211F,600000057889174811M,010000001065866311F
DUMMYHUK3805M,650000013227733611M,010000001181909811F
DUMMYHUK4645F,DUMMYHUK114M,DUMMYHUK3929F
010000000924985011F,010000000043267111M,010000000844860211F
010000000888298811F,630000045850677811M,010000000801922311F
010000000877132111F,650000000207350511M,010000000835383511F
DUMMYHUK2115M,600000101116469011M,010000000835383511F
DUMMYHUK1924M,650000000210329711M,010000000835383511F
DUMMYHUK1199M,640000000036316211M,010000000759774211F
DUMMYHUK1326M,640000000033757811M,010000000783914311F
200000000382473811F,200000000035172911M,200000000313606211F
DUMMYHUK472M,640000000031340411M,010000000683168811F
DUMMYHUK1186F,640000000036316211M,010000000716015811F
DUMMYHUK1054M,630000031165144311M,010000000716015811F
DUMMYHUK823M,640000000037597711M,010000000716015811F
DUMMYHUK741M,120000000000106811M,010000000774369311F
DUMMYHUK1470M,630000096025066611M,010000000837072011F
010000000533773211F,200000000034934111M,010000000434300811F
010000001084820411F,010000000058695011M,010000001003419811F
DUMMYHUK2773M,720006105101205711M,010000001069027711F
DUMMYHUK346F,200000000037937311M,010000000493319011F
010000000630351011F,640000000033383611M,200000000539349811F
150000000003071511F,640000000034904011M,010000000614752011F
